pid,label,label_en,label_es,label_fr,link,section,genre,claimed_genre,claimed_genre_en,claimed_genre_es,claimed_genre_fr,access,status,language,creators,stewards,blurb_orig,blurb_en,blurb_es,blurb_fr,related_to,added_by,twitter,census_year,notes
cds202,Black Art in Puerto Rico / Arte Afropuertorriqueño,Black Art in Puerto Rico,,,https://puertoricoblackart.blogspot.com/,Periodicals & Blogs,Blogs,blog,,blog,,open,Active,es,Edwin Velázquez Collazo,,"Como parte de un compromiso en seguir este camino de visibilidad en nuestro panorama de la plástica puertorriqueña es que nace este blog, una especie de compendio o directorio que recoge datos dispersos en internet sobre arte afropuertorriqueño de la isla y nuestra diáspora. Información sobre los artistas y sus obras así como videos de performances, conversatorios, documentales, conferencias y otros recursos.",,"Como parte de un compromiso en seguir este camino de visibilidad en nuestro panorama de la plástica puertorriqueña es que nace este blog, una especie de compendio o directorio que recoge datos dispersos en internet sobre arte afropuertorriqueño de la isla y nuestra diáspora. Información sobre los artistas y sus obras así como videos de performances, conversatorios, documentales, conferencias y otros recursos.",,cds222;cds223,,,,
cds204,Tande,,,Tande,https://tandenou2.blogspot.com/,Periodicals & Blogs,Blogs,blog,,,blog,open,Stable,"en,fr,ht",Nadève Ménard and Régine Michelle Jean-Charles,,"Donc, tout en aidant dans la mesure de notre possible ceux qui ne vont pas bien, nous voulons contribuer à la réflexion sur la culture haïtienne, sur les études haïtiennes et sur la littérature, tout en évoquant d’autres centres d’intérêt.

Ce blog sera trilingue pour mieux refléter nos parlers, ainsi que les langues haïtiennes et les langues dans lesquelles se font les études haïtiennes aujourd’hui. Nous allons aussi inviter de temps à autre des contributeurs pour enrichir la conversation et pour renforcer les liens entre les divers participants dans la discussion sur les littérature et culture haïtiennes, où qu’ils se trouvent.

C’est notre premier blog, donc nous vous demandons un peu de patience tandis que nous cherchons notre chemin pour faire entendre notre parole, tout en étant à l’écoute de celle des autres.",,,"Donc, tout en aidant dans la mesure de notre possible ceux qui ne vont pas bien, nous voulons contribuer à la réflexion sur la culture haïtienne, sur les études haïtiennes et sur la littérature, tout en évoquant d’autres centres d’intérêt.

Ce blog sera trilingue pour mieux refléter nos parlers, ainsi que les langues haïtiennes et les langues dans lesquelles se font les études haïtiennes aujourd’hui. Nous allons aussi inviter de temps à autre des contributeurs pour enrichir la conversation et pour renforcer les liens entre les divers participants dans la discussion sur les littérature et culture haïtiennes, où qu’ils se trouvent.

C’est notre premier blog, donc nous vous demandons un peu de patience tandis que nous cherchons notre chemin pour faire entendre notre parole, tout en étant à l’écoute de celle des autres.",,,,,
cds216,Know Your Caribbean,,,,https://www.knowyourcaribbean.com/,Periodicals & Blogs,Mixed Genres,platform,platform,,,open,Active,en,Fiona Compton,,"#1 Platform in the world for Caribbean History and Culture Know Your Caribbean is a platform dedicated to the enrichment of the history and culture of the Caribbean. Focused on telling the untold stories of the region, promoting its diversity, its dynamism and beauty of a region that has been misrepresented with monolithically shallow narrative.","#1 Platform in the world for Caribbean History and Culture Know Your Caribbean is a platform dedicated to the enrichment of the history and culture of the Caribbean. Focused on telling the untold stories of the region, promoting its diversity, its dynamism and beauty of a region that has been misrepresented with monolithically shallow narrative.  ",,,,,,,Do we need a separate 'social media' genre perhaps?
cds222,Casa Silvana,,,,http://casasilvanapr.blogspot.com,Periodicals & Blogs,Blogs,blog,,blog,,open,Active,es,Edwin Velázquez Collazo,,"Proyecto Rural en Puerto Rico para la Investigación del Arte Afrodescendiente, Afropuertorriqueño, Afro Latinoamericano y de la Diáspora Africana",,"Proyecto Rural en Puerto Rico para la Investigación del Arte Afrodescendiente, Afropuertorriqueño, Afro Latinoamericano y de la Diáspora Africana",,cds202;cds223,René Kooiker,,,
cds223,Puerto Rico Art News,,,,https://www.puertoricoartnews.com,Periodicals & Blogs,Blogs,blog,,blog,,open,Active,es,Edwin Velázquez Collazo,,Blogzine de Edwin Velázquez Collazo sobre las artes plásticas contemporáneas puertorriqueñas y su diáspora / Fundado 2014,,Blogzine de Edwin Velázquez Collazo sobre las artes plásticas contemporáneas puertorriqueñas y su diáspora / Fundado 2014,,cds202;cds222,René Kooiker,,,
cds225,kiskeácity,,,,http://www.kiskeacity.com,Periodicals & Blogs,Blogs,blog,blog,,,open,Stable,en,Alice Eddie Backer,,Bringing you Haitian Citizen Media since 2005,Bringing you Haitian Citizen Media since 2005,,,,René Kooiker,,,
cds227,Voices from Haiti,,,,https://www.voicesfromhaiti.com,Periodicals & Blogs,Blogs,blog,blog,,,open,Stable,"en,ht",Katia D. Ulysse,,,,,,,René Kooiker,,,
cds105,Puerto Rico Syllabus,,Programa de estudios de Puerto Rico,,https://puertoricosyllabus.com,Reference,Syllabi,a syllabus,a syllabus,un plan de estudios,,open,Active,"en,es",Yarimar Bonilla,,"The materials gathered help place the current moment within the larger political, social, and economic history of this U.S. territory and illuminate how both the crisis and its proposed solutions are impacting the daily lives of millions of Puerto Ricans both within the territory and across its growing diaspora.","The materials gathered help place the current moment within the larger political, social, and economic history of this U.S. territory and illuminate how both the crisis and its proposed solutions are impacting the daily lives of millions of Puerto Ricans both within the territory and across its growing diaspora.","Los materiales recopilados en este programa de estudios colectivo ayudan a colocar al momento actual dentro de la historia política, social y económica más amplia de este territorio de los EE.UU., e iluminar cómo tanto la crisis como sus soluciones propuestas están afectando la vida cotidiana de millones de puertorriqueños dentro del territorio y en su creciente diáspora.",,,Kaiama L. Glover,@inthewhirld,2020,
cds125,"RSHHGG Lab: Online Index and Lab for the Revue de la Société Haïtienne d’Histoire, de Géographie et de Géologie",,"Laboratorio RSHHGG: Índice en línea y laboratorio para la revista de la sociedad haitiana de historia, geografía y geología",,http://rshhgglab.com/,Reference,Bibliographies,a collection,a collection,una colección,,open,Stable,"en,fr,ht",,,"Online Index and Lab for the Revue de la Société Haïtienne d’Histoire, de Géographie et de Géologie.","Online Index and Lab for the Revue de la Société Haïtienne d’Histoire, de Géographie et de Géologie.","Índice en línea y laboratorio para el Revue de la Société Haïtienne d'Histoire, de Géographie et de géologie.",,,,,2020,
cds126,Santería Music Database,,Base de datos de música de la santería,,http://furius.ca/santeriadb/,Reference,Compendium,a database,a database,una base de datos,,open,Stable,"en,es",Martin Blais,,"Welcome to the Santería music database, a collection of information about afro-cuban folkloric music. The main purpose of this database is to cross-reference the different resources and recordings to the batá drum rhythms (&quot; toques&quot; ) and chants (&quot; cantos&quot; ) of the Santería religion.","Welcome to the Santería music database, a collection of information about afro-cuban folkloric music. The main purpose of this database is to cross-reference the different resources and recordings to the batá drum rhythms (&quot; toques&quot; ) and chants (&quot; cantos&quot; ) of the Santería religion.","Bienvenido a la base de datos de música de Santería, una colección de información sobre la música folclórica afrocubana. El objetivo principal de esta base de datos es hacer referencia cruzada los diferentes recursos y grabaciones a los ritmos de batería (& quot;toques&quot;) y cantos (& quot;Cantos&quot;) de la religión de la santería.",,,,,2020,
